"YEAR","ID_","AGE","EDUC","SEX","RACE","RICHWORK","JOBINC","GETAHEAD","TIMEPDWK","TIMELEIS","WRKEARN","WRKENJOY","SECJOB","HIINC","PROMOTN","INTJOB","WRKINDP","HLPOTHS","HLPSOC","FLEXHRS","IWRKHARD","JOBSAT","HELPORG1"
1998,2224,42,11,1,1,0,0,0,8,2,4,2,1,2,1,1,1,1,3,3,3,3,2
1998,2225,59,12,2,1,2,0,2,8,1,5,2,1,2,2,2,2,2,2,3,3,3,2
1998,2226,34,12,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2227,44,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2228,46,10,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2229,71,10,1,1,2,0,1,4,3,4,2,1,3,2,1,1,1,1,2,2,5,9
1998,2230,51,12,2,1,1,0,1,2,1,2,2,1,2,1,1,1,1,1,1,2,4,2
1998,2231,22,16,2,1,0,0,0,4,2,4,2,1,2,1,1,2,1,1,5,3,2,2
1998,2232,41,12,1,1,2,0,3,2,1,2,2,1,1,1,2,2,2,2,1,1,4,2
1998,2233,64,10,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2234,42,12,2,1,0,0,0,4,2,1,4,2,1,2,2,2,2,2,1,2,3,4
1998,2235,31,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2236,25,16,2,1,0,0,0,3,2,4,2,1,2,1,1,1,1,1,1,3,2,2
1998,2237,70,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2238,83,15,2,1,0,0,1,9,2,4,4,1,3,2,1,3,2,2,2,0,0,0
1998,2239,38,12,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2240,64,9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2241,73,12,2,1,0,0,0,8,1,4,4,2,2,1,2,3,2,3,4,0,0,0
1998,2242,62,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2243,68,7,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2244,35,16,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2245,20,98,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2246,59,13,1,1,0,0,3,3,4,2,2,2,2,1,2,3,3,4,4,0,0,0
1998,2247,73,14,1,1,0,0,1,8,3,2,2,1,2,2,1,1,2,2,2,0,0,0
1998,2248,42,12,2,2,0,0,0,1,1,1,2,1,1,1,1,1,1,1,1,3,7,2
1998,2249,58,10,1,1,0,0,0,5,2,3,3,1,2,2,4,4,3,3,4,0,0,0
1998,2250,52,13,2,1,2,0,1,5,2,4,8,2,2,2,1,3,1,1,2,3,1,1
1998,2251,35,14,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2252,22,15,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2253,45,12,1,1,0,0,0,4,2,4,4,2,2,2,2,2,2,3,1,2,3,3
1998,2254,31,12,2,3,1,0,1,1,8,8,8,1,8,8,8,8,8,8,8,3,2,2
1998,2255,54,12,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2256,55,14,2,1,0,0,0,4,2,3,4,1,2,2,2,2,3,3,2,2,4,3
1998,2257,69,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2258,20,12,1,1,0,0,0,4,3,2,5,1,1,1,1,1,1,5,1,0,0,0
1998,2259,35,11,1,1,2,0,1,1,1,2,2,2,2,4,2,1,4,1,1,1,5,2
1998,2260,76,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2261,35,10,1,1,0,0,0,8,3,3,2,3,4,4,3,8,2,2,3,2,4,8
1998,2262,51,14,2,1,2,0,1,3,2,4,2,1,2,1,2,2,2,2,3,3,3,2
1998,2263,33,12,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2264,41,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2265,83,6,2,1,0,0,1,8,8,4,1,1,1,1,1,1,1,1,1,0,0,0
1998,2266,53,13,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2267,44,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2268,47,16,1,1,0,0,0,3,1,5,4,1,1,1,1,1,1,1,1,3,9,1
1998,2269,84,11,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2270,47,12,2,1,0,0,0,3,2,5,1,1,2,2,2,2,2,2,3,3,2,1
1998,2271,30,12,2,1,0,0,1,8,3,2,5,2,4,3,2,3,2,2,3,0,0,0
1998,2272,30,12,1,1,2,0,3,4,3,3,4,2,3,3,2,3,3,3,2,2,2,2
1998,2273,42,12,1,1,1,0,1,3,3,3,2,2,2,3,3,2,3,3,3,2,3,2
1998,2274,52,20,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2275,56,12,2,1,0,0,1,2,1,1,2,1,1,1,4,1,1,1,1,0,0,0
1998,2276,66,12,1,1,0,0,0,8,8,3,3,1,2,2,2,2,3,2,3,0,0,0
1998,2277,52,12,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2278,52,12,1,1,0,0,0,3,2,4,3,1,3,2,1,1,2,2,3,3,3,2
1998,2279,67,10,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2280,20,12,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2281,23,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2282,36,10,2,1,1,0,1,4,2,4,2,1,1,2,1,1,1,2,4,3,2,2
1998,2283,78,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2284,71,13,1,1,0,0,1,8,2,5,4,2,2,2,2,2,2,2,2,0,0,0
1998,2285,53,18,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2286,64,15,2,1,0,0,1,8,3,4,3,1,2,1,1,2,2,2,2,0,0,0
1998,2287,86,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2288,85,8,2,1,0,0,0,8,8,2,4,1,2,2,1,2,2,1,4,0,0,0
1998,2289,30,12,2,1,0,0,0,3,3,2,4,2,4,3,3,2,2,2,4,2,3,2
1998,2290,34,17,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2291,25,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2292,60,12,2,1,0,0,2,8,8,1,8,1,2,2,2,8,2,3,8,0,0,0
1998,2293,42,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2294,37,14,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2295,39,20,1,1,2,0,3,4,2,2,3,2,2,3,2,2,2,2,3,3,5,1
1998,2296,50,14,1,1,0,0,0,2,1,4,2,1,1,1,1,2,3,3,2,1,5,3
1998,2297,29,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2298,44,12,1,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2299,42,12,1,1,0,0,0,2,2,4,4,1,1,1,1,1,3,3,4,3,4,2
1998,2300,45,12,2,1,1,0,1,3,3,2,4,1,2,2,1,2,2,2,2,3,1,2
1998,2301,28,11,1,1,2,0,1,3,2,3,3,2,3,2,2,2,1,1,3,2,3,2
1998,2302,59,12,1,1,0,0,0,1,1,3,2,1,2,2,1,2,2,2,3,9,2,2
1998,2303,47,12,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2304,46,12,2,1,2,0,3,8,1,4,2,2,3,3,2,2,2,2,2,2,2,3
1998,2305,48,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2306,52,11,2,1,2,0,1,1,2,4,3,1,2,4,8,4,1,3,4,3,1,1
1998,2307,84,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2308,69,12,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2309,74,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2310,74,11,1,1,0,0,1,3,2,5,4,1,2,1,2,4,2,2,4,0,0,0
1998,2311,33,14,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2312,40,12,2,1,0,0,0,3,2,3,3,2,2,2,2,3,2,2,3,2,3,2
1998,2313,25,10,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2314,30,12,2,1,2,0,1,8,1,4,2,1,2,2,2,2,2,3,3,1,2,3
1998,2315,64,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2316,47,16,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2317,20,13,2,1,0,0,1,2,2,4,2,2,2,2,2,3,2,2,3,0,0,0
1998,2318,49,12,1,1,1,0,1,2,2,4,2,1,3,2,2,2,3,3,3,2,1,2
1998,2319,22,15,1,1,0,0,1,2,4,3,2,2,2,2,1,2,3,2,3,0,0,0
1998,2320,34,13,1,1,0,0,0,4,2,3,2,1,3,2,1,1,2,2,1,1,5,3
1998,2321,24,17,2,1,0,0,0,1,1,4,3,1,3,1,1,1,1,1,2,2,3,2
1998,2322,28,16,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2323,37,13,1,1,0,0,0,3,1,4,3,1,2,2,1,3,3,3,3,1,5,3
1998,2324,60,19,1,1,1,0,1,4,2,3,2,1,2,2,1,1,1,1,2,3,3,2
1998,2325,43,16,1,1,2,0,2,5,1,5,2,1,2,1,1,2,1,2,2,3,1,1
1998,2326,21,13,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2327,35,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2328,34,12,2,1,0,0,0,8,3,3,3,2,2,2,2,3,2,2,3,0,0,0
1998,2329,37,16,2,1,0,0,0,8,2,5,2,1,2,2,2,2,2,2,2,0,0,0
1998,2330,39,13,2,1,0,0,0,5,1,4,5,1,2,2,2,2,2,2,2,2,3,2
1998,2331,61,13,2,2,1,0,3,3,3,5,2,1,3,2,2,2,2,2,3,3,2,1
1998,2332,49,12,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2333,40,17,2,1,0,0,0,3,3,4,2,2,2,1,1,1,1,1,2,2,2,2
1998,2334,55,18,2,1,1,0,1,3,3,5,2,1,2,1,1,1,1,1,1,3,1,1
1998,2335,27,12,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2336,53,13,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2337,20,13,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2338,41,12,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2339,22,15,2,1,0,0,0,2,1,2,4,1,3,3,1,1,3,3,2,2,2,3
1998,2340,23,15,1,1,1,0,1,2,1,4,2,2,2,2,1,2,3,2,2,1,3,3
1998,2341,32,16,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2342,22,15,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2343,21,14,2,3,1,0,1,3,2,5,1,2,3,1,1,1,2,1,1,3,1,2
1998,2344,25,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2345,73,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2346,72,10,1,1,2,0,1,5,1,3,4,4,4,2,1,1,2,2,2,3,3,2
1998,2347,73,14,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2348,62,7,1,1,0,0,0,3,3,2,4,3,2,3,3,2,3,3,2,2,3,2
1998,2349,51,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2350,63,12,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2351,39,12,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2352,55,9,1,1,0,0,2,5,3,2,3,5,3,4,3,1,2,3,2,0,0,0
1998,2353,58,18,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2354,67,9,1,1,0,0,1,8,3,3,3,2,2,2,2,2,1,1,2,0,0,0
1998,2355,60,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2356,35,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2357,45,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2358,37,8,2,1,0,0,0,3,3,2,4,2,2,4,4,4,2,2,8,8,2,4
1998,2359,24,15,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2360,88,8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2361,47,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2362,33,12,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2363,88,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2364,61,16,2,1,2,0,1,3,3,2,4,1,2,2,1,3,2,2,2,8,2,3
1998,2365,86,99,1,1,0,0,0,2,4,2,3,2,1,3,3,2,3,2,2,0,0,0
1998,2366,43,12,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2367,39,10,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2368,43,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2369,24,10,2,2,0,0,3,2,3,2,1,2,2,2,1,1,1,2,2,0,0,0
1998,2370,34,15,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2371,32,13,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2372,36,14,2,2,0,0,1,1,2,4,2,1,2,1,1,1,1,1,5,0,0,0
1998,2373,59,13,1,2,1,0,1,8,8,4,2,1,2,1,2,2,2,2,4,3,1,8
1998,2374,30,8,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2375,74,8,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2376,40,15,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2377,50,15,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2378,36,14,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2379,89,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2380,38,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2381,65,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2382,38,14,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2383,51,13,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2384,52,11,2,1,1,0,1,4,2,4,2,4,3,4,2,2,2,2,4,2,2,2
1998,2385,51,12,2,1,1,0,1,1,2,3,2,1,2,1,1,2,1,1,2,3,2,2
1998,2386,30,12,2,1,0,0,1,8,2,2,4,1,1,1,1,3,2,2,3,0,0,0
1998,2387,39,12,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2388,42,12,2,1,0,0,0,3,2,3,2,1,3,2,2,2,2,2,3,3,3,2
1998,2389,43,9,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2390,64,15,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2391,62,10,2,1,0,0,1,8,3,3,4,2,3,2,2,2,2,2,2,0,0,0
1998,2392,50,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2393,33,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2394,42,12,1,1,0,0,0,5,2,4,2,2,3,2,2,3,3,3,3,3,3,2
1998,2395,49,12,2,1,2,0,1,4,2,2,3,1,2,2,2,2,1,1,2,2,3,2
1998,2396,44,19,1,1,1,0,1,4,1,4,2,2,2,2,1,2,2,2,3,3,2,2
1998,2397,39,9,2,1,1,0,2,3,2,4,2,1,1,2,1,2,3,2,3,2,1,4
1998,2398,38,11,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2399,47,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2400,25,12,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2401,32,12,1,1,8,0,1,3,3,4,2,1,3,2,2,3,2,2,3,3,5,2
1998,2402,77,9,1,1,0,0,0,2,3,3,2,1,2,1,1,1,1,1,1,2,1,1
1998,2403,33,17,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2404,28,16,2,1,0,0,0,4,2,4,2,1,3,2,1,3,2,1,2,2,2,2
1998,2405,49,12,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2406,36,13,2,1,2,0,1,3,2,5,2,2,3,3,2,3,1,1,1,2,2,2
1998,2407,65,11,1,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2408,31,12,2,1,0,0,1,2,2,5,1,1,2,2,2,2,1,1,3,3,2,9
1998,2409,29,14,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2410,42,12,1,1,0,0,0,4,2,4,2,2,3,2,1,3,2,2,3,3,1,2
1998,2411,39,15,2,1,1,0,1,4,2,5,2,2,3,2,2,2,2,2,3,3,2,2
1998,2412,42,12,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2413,32,13,2,1,2,0,2,5,2,3,4,2,2,3,2,2,2,2,2,2,3,1
1998,2414,27,12,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2415,45,13,1,1,0,0,0,4,1,4,3,2,3,2,2,2,2,2,3,3,3,3
1998,2416,25,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2417,66,20,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2418,41,12,2,1,0,0,0,8,3,4,2,2,3,2,2,3,2,1,2,2,2,9
1998,2419,41,14,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2420,33,14,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2421,73,12,1,1,0,0,0,3,3,4,4,2,2,2,2,2,2,2,4,0,0,0
1998,2422,70,10,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2423,52,13,2,1,1,0,1,3,2,5,2,1,2,3,1,3,1,1,3,3,2,1
1998,2424,59,7,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2425,73,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2426,25,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2427,76,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2428,75,13,2,1,0,0,0,8,3,3,3,9,9,9,9,9,9,9,9,0,0,0
1998,2429,52,18,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2430,45,13,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2431,30,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2432,40,12,1,2,2,0,1,5,5,2,8,3,2,8,1,2,1,8,1,2,8,3
1998,2433,25,12,2,2,1,0,1,1,3,4,2,1,3,1,1,3,1,1,3,1,3,1
1998,2434,35,12,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2435,26,12,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2436,26,14,1,1,1,0,3,4,1,4,2,4,2,3,2,2,3,4,2,3,2,2
1998,2437,65,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2438,24,12,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2439,46,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2440,45,10,1,1,0,0,0,1,1,1,5,1,1,1,1,1,5,5,1,3,5,3
1998,2441,47,13,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2442,22,12,1,1,1,0,1,4,2,2,2,1,2,1,2,1,2,2,2,9,9,9
1998,2443,55,20,2,1,1,0,3,4,1,5,2,1,2,1,1,1,1,1,2,3,7,1
1998,2444,37,12,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2445,36,14,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2446,38,16,2,1,0,0,0,4,2,4,3,2,2,2,2,2,2,2,2,3,2,2
1998,2447,36,12,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2448,18,10,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2449,50,12,1,1,1,0,2,3,3,3,3,1,2,3,2,2,2,2,2,3,1,3
1998,2450,41,15,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2451,36,13,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2452,75,9,2,1,0,0,0,8,2,4,2,1,2,2,2,3,2,2,2,0,0,0
1998,2453,35,12,2,1,2,0,1,5,1,2,5,1,2,1,1,2,2,1,2,2,2,2
1998,2454,49,10,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2455,66,12,2,1,2,0,1,9,2,3,3,2,2,2,2,1,1,1,2,3,3,2
1998,2456,75,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2457,68,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2458,57,14,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2459,63,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2460,58,13,2,1,1,0,1,3,1,4,4,1,2,2,2,4,1,2,4,3,3,1
1998,2461,33,14,1,1,0,0,0,3,3,5,4,2,4,2,2,3,2,2,3,3,4,3
1998,2462,77,12,2,1,0,0,1,8,8,8,8,9,9,9,9,9,9,9,9,0,0,0
1998,2463,51,16,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2464,70,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2465,40,12,2,1,1,0,1,5,1,3,2,3,3,2,1,1,1,1,1,1,4,3
1998,2466,54,3,1,1,0,0,0,9,3,8,8,8,8,8,8,8,8,8,8,0,0,0
1998,2467,31,13,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2468,76,9,1,1,0,0,0,9,3,2,4,9,2,9,2,2,2,2,2,9,9,9
1998,2469,46,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2470,32,12,2,1,1,0,1,8,2,4,2,2,2,1,1,2,2,2,2,2,1,4
1998,2471,71,12,1,1,0,0,1,3,2,4,3,1,2,1,1,1,1,1,4,0,0,0
1998,2472,54,15,2,1,2,0,1,8,1,2,5,3,3,3,2,2,2,2,2,3,3,2
1998,2473,70,12,1,1,0,0,0,9,3,3,3,2,2,2,2,2,2,2,2,0,0,0
1998,2474,39,15,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2475,25,12,1,1,1,0,2,3,2,4,2,2,2,2,2,1,2,2,2,2,3,1
1998,2476,28,12,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2477,44,12,2,1,0,0,1,3,3,4,3,2,3,3,2,1,1,2,1,0,0,0
1998,2478,51,14,1,1,0,0,0,3,2,4,2,2,3,2,2,2,2,2,2,3,2,2
1998,2479,42,12,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2480,28,12,1,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2481,56,9,2,1,1,0,2,4,3,2,3,2,1,2,1,3,2,2,2,3,3,2
1998,2482,38,12,1,1,0,0,0,3,3,5,2,2,3,2,2,2,2,2,3,2,3,2
1998,2483,72,12,2,1,0,0,2,9,9,4,2,2,2,2,2,9,3,3,4,0,0,0
1998,2484,27,16,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2485,38,12,1,1,0,0,0,9,9,9,9,1,2,3,2,2,3,2,3,3,3,2
1998,2486,45,12,2,1,1,0,1,3,3,4,4,2,2,4,2,2,2,4,2,3,2,2
1998,2487,75,12,2,1,0,0,2,8,2,4,4,1,2,2,2,2,2,2,3,0,0,0
1998,2488,48,16,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2489,32,13,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2490,23,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2491,85,12,1,1,0,0,0,8,1,2,2,9,9,9,9,9,9,9,9,0,0,0
1998,2492,32,15,2,1,0,0,1,8,3,4,4,2,2,2,2,2,2,2,2,0,0,0
1998,2493,33,14,2,1,0,0,0,4,2,4,2,1,2,2,2,2,2,2,2,2,3,4
1998,2494,31,19,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2495,26,13,2,1,1,0,2,3,3,4,2,2,3,2,2,2,2,3,3,3,3,2
1998,2496,71,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2497,20,14,2,1,1,0,1,3,2,4,2,1,2,2,1,2,2,2,3,3,3,2
1998,2498,48,16,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,2499,26,12,2,1,1,0,1,3,2,3,2,1,2,2,2,2,2,2,2,3,2,2
